age,County,Population,FIP,Total,age_sort,year,merger
67 to 69 years,"Arlington County, Virginia",2059,VA_013,226092,67,2012-2016,"67 to 69 yearsArlington County, Virginia"
67 to 69 years,"Clarke County, Virginia",305,VA_043,14307,67,2012-2016,"67 to 69 yearsClarke County, Virginia"
67 to 69 years,"Culpeper County, Virginia",663,VA_047,48952,67,2012-2016,"67 to 69 yearsCulpeper County, Virginia"
67 to 69 years,"Fairfax County, Virginia",13271,VA_059,1132887,67,2012-2016,"67 to 69 yearsFairfax County, Virginia"
67 to 69 years,"Fauquier County, Virginia",1135,VA_061,68025,67,2012-2016,"67 to 69 yearsFauquier County, Virginia"
67 to 69 years,"Loudoun County, Virginia",2646,VA_107,362435,67,2012-2016,"67 to 69 yearsLoudoun County, Virginia"
67 to 69 years,"Prince William County, Virginia",3880,VA_153,443630,67,2012-2016,"67 to 69 yearsPrince William County, Virginia"
67 to 69 years,"Rappahannock County, Virginia",187,VA_157,7416,67,2012-2016,"67 to 69 yearsRappahannock County, Virginia"
67 to 69 years,"Spotsylvania County, Virginia",1362,VA_177,129181,67,2012-2016,"67 to 69 yearsSpotsylvania County, Virginia"
67 to 69 years,"Stafford County, Virginia",1243,VA_179,139548,67,2012-2016,"67 to 69 yearsStafford County, Virginia"
67 to 69 years,"Warren County, Virginia",487,VA_187,38807,67,2012-2016,"67 to 69 yearsWarren County, Virginia"
67 to 69 years,"Alexandria city, Virginia",1365,VA_510,151473,67,2012-2016,"67 to 69 yearsAlexandria city, Virginia"
67 to 69 years,"Fairfax city, Virginia",320,VA_600,23620,67,2012-2016,"67 to 69 yearsFairfax city, Virginia"
67 to 69 years,"Falls Church city, Virginia",125,VA_610,13597,67,2012-2016,"67 to 69 yearsFalls Church city, Virginia"
67 to 69 years,"Fredericksburg city, Virginia",219,VA_630,27853,67,2012-2016,"67 to 69 yearsFredericksburg city, Virginia"
67 to 69 years,"Manassas city, Virginia",238,VA_683,41149,67,2012-2016,"67 to 69 yearsManassas city, Virginia"
67 to 69 years,"Manassas Park city, Virginia",161,VA_685,15827,67,2012-2016,"67 to 69 yearsManassas Park city, Virginia"
67 to 69 years,"Jefferson County, West Virginia",845,WV_037,55531,67,2012-2016,"67 to 69 yearsJefferson County, West Virginia"
70 to 74 years,"District of Columbia, District of Columbia",8553,DC_001,659009,70,2012-2016,"70 to 74 yearsDistrict of Columbia, District of Columbia"
70 to 74 years,"Calvert County, Maryland",1452,MD_009,90527,70,2012-2016,"70 to 74 yearsCalvert County, Maryland"
70 to 74 years,"Charles County, Maryland",2084,MD_017,154357,70,2012-2016,"70 to 74 yearsCharles County, Maryland"
70 to 74 years,"Frederick County, Maryland",3311,MD_021,243465,70,2012-2016,"70 to 74 yearsFrederick County, Maryland"
70 to 74 years,"Montgomery County, Maryland",14501,MD_031,1026371,70,2012-2016,"70 to 74 yearsMontgomery County, Maryland"
70 to 74 years,"Prince George's County, Maryland",10404,MD_033,897693,70,2012-2016,"70 to 74 yearsPrince George's County, Maryland"
70 to 74 years,"Arlington County, Virginia",2519,VA_013,226092,70,2012-2016,"70 to 74 yearsArlington County, Virginia"
70 to 74 years,"Clarke County, Virginia",293,VA_043,14307,70,2012-2016,"70 to 74 yearsClarke County, Virginia"
70 to 74 years,"Culpeper County, Virginia",986,VA_047,48952,70,2012-2016,"70 to 74 yearsCulpeper County, Virginia"
70 to 74 years,"Fairfax County, Virginia",14655,VA_059,1132887,70,2012-2016,"70 to 74 yearsFairfax County, Virginia"
70 to 74 years,"Fauquier County, Virginia",1179,VA_061,68025,70,2012-2016,"70 to 74 yearsFauquier County, Virginia"
70 to 74 years,"Loudoun County, Virginia",3027,VA_107,362435,70,2012-2016,"70 to 74 yearsLoudoun County, Virginia"
70 to 74 years,"Prince William County, Virginia",4288,VA_153,443630,70,2012-2016,"70 to 74 yearsPrince William County, Virginia"
70 to 74 years,"Rappahannock County, Virginia",248,VA_157,7416,70,2012-2016,"70 to 74 yearsRappahannock County, Virginia"
70 to 74 years,"Spotsylvania County, Virginia",1933,VA_177,129181,70,2012-2016,"70 to 74 yearsSpotsylvania County, Virginia"
70 to 74 years,"Stafford County, Virginia",1561,VA_179,139548,70,2012-2016,"70 to 74 yearsStafford County, Virginia"
70 to 74 years,"Warren County, Virginia",767,VA_187,38807,70,2012-2016,"70 to 74 yearsWarren County, Virginia"
70 to 74 years,"Alexandria city, Virginia",1662,VA_510,151473,70,2012-2016,"70 to 74 yearsAlexandria city, Virginia"
70 to 74 years,"Fairfax city, Virginia",281,VA_600,23620,70,2012-2016,"70 to 74 yearsFairfax city, Virginia"
70 to 74 years,"Falls Church city, Virginia",167,VA_610,13597,70,2012-2016,"70 to 74 yearsFalls Church city, Virginia"
70 to 74 years,"Fredericksburg city, Virginia",238,VA_630,27853,70,2012-2016,"70 to 74 yearsFredericksburg city, Virginia"
70 to 74 years,"Manassas city, Virginia",437,VA_683,41149,70,2012-2016,"70 to 74 yearsManassas city, Virginia"
70 to 74 years,"Manassas Park city, Virginia",190,VA_685,15827,70,2012-2016,"70 to 74 yearsManassas Park city, Virginia"
70 to 74 years,"Jefferson County, West Virginia",1018,WV_037,55531,70,2012-2016,"70 to 74 yearsJefferson County, West Virginia"
75 to 79 years,"District of Columbia, District of Columbia",4990,DC_001,659009,75,2012-2016,"75 to 79 yearsDistrict of Columbia, District of Columbia"
75 to 79 years,"Calvert County, Maryland",639,MD_009,90527,75,2012-2016,"75 to 79 yearsCalvert County, Maryland"
75 to 79 years,"Charles County, Maryland",1083,MD_017,154357,75,2012-2016,"75 to 79 yearsCharles County, Maryland"
75 to 79 years,"Frederick County, Maryland",2314,MD_021,243465,75,2012-2016,"75 to 79 yearsFrederick County, Maryland"
75 to 79 years,"Montgomery County, Maryland",9932,MD_031,1026371,75,2012-2016,"75 to 79 yearsMontgomery County, Maryland"
75 to 79 years,"Prince George's County, Maryland",7263,MD_033,897693,75,2012-2016,"75 to 79 yearsPrince George's County, Maryland"
75 to 79 years,"Arlington County, Virginia",1265,VA_013,226092,75,2012-2016,"75 to 79 yearsArlington County, Virginia"
75 to 79 years,"Clarke County, Virginia",179,VA_043,14307,75,2012-2016,"75 to 79 yearsClarke County, Virginia"
75 to 79 years,"Culpeper County, Virginia",609,VA_047,48952,75,2012-2016,"75 to 79 yearsCulpeper County, Virginia"
75 to 79 years,"Fairfax County, Virginia",9542,VA_059,1132887,75,2012-2016,"75 to 79 yearsFairfax County, Virginia"
75 to 79 years,"Fauquier County, Virginia",805,VA_061,68025,75,2012-2016,"75 to 79 yearsFauquier County, Virginia"
75 to 79 years,"Loudoun County, Virginia",2083,VA_107,362435,75,2012-2016,"75 to 79 yearsLoudoun County, Virginia"
75 to 79 years,"Prince William County, Virginia",2351,VA_153,443630,75,2012-2016,"75 to 79 yearsPrince William County, Virginia"
75 to 79 years,"Rappahannock County, Virginia",177,VA_157,7416,75,2012-2016,"75 to 79 yearsRappahannock County, Virginia"
75 to 79 years,"Spotsylvania County, Virginia",1054,VA_177,129181,75,2012-2016,"75 to 79 yearsSpotsylvania County, Virginia"
75 to 79 years,"Stafford County, Virginia",926,VA_179,139548,75,2012-2016,"75 to 79 yearsStafford County, Virginia"
75 to 79 years,"Warren County, Virginia",370,VA_187,38807,75,2012-2016,"75 to 79 yearsWarren County, Virginia"
75 to 79 years,"Alexandria city, Virginia",880,VA_510,151473,75,2012-2016,"75 to 79 yearsAlexandria city, Virginia"
75 to 79 years,"Fairfax city, Virginia",292,VA_600,23620,75,2012-2016,"75 to 79 yearsFairfax city, Virginia"
75 to 79 years,"Falls Church city, Virginia",104,VA_610,13597,75,2012-2016,"75 to 79 yearsFalls Church city, Virginia"
75 to 79 years,"Fredericksburg city, Virginia",211,VA_630,27853,75,2012-2016,"75 to 79 yearsFredericksburg city, Virginia"
75 to 79 years,"Manassas city, Virginia",198,VA_683,41149,75,2012-2016,"75 to 79 yearsManassas city, Virginia"
75 to 79 years,"Manassas Park city, Virginia",81,VA_685,15827,75,2012-2016,"75 to 79 yearsManassas Park city, Virginia"
75 to 79 years,"Jefferson County, West Virginia",621,WV_037,55531,75,2012-2016,"75 to 79 yearsJefferson County, West Virginia"
80 to 84 years,"District of Columbia, District of Columbia",3561,DC_001,659009,80,2012-2016,"80 to 84 yearsDistrict of Columbia, District of Columbia"
80 to 84 years,"Calvert County, Maryland",527,MD_009,90527,80,2012-2016,"80 to 84 yearsCalvert County, Maryland"
80 to 84 years,"Charles County, Maryland",824,MD_017,154357,80,2012-2016,"80 to 84 yearsCharles County, Maryland"
80 to 84 years,"Frederick County, Maryland",1371,MD_021,243465,80,2012-2016,"80 to 84 yearsFrederick County, Maryland"
80 to 84 years,"Montgomery County, Maryland",7166,MD_031,1026371,80,2012-2016,"80 to 84 yearsMontgomery County, Maryland"
80 to 84 years,"Prince George's County, Maryland",4123,MD_033,897693,80,2012-2016,"80 to 84 yearsPrince George's County, Maryland"
80 to 84 years,"Arlington County, Virginia",959,VA_013,226092,80,2012-2016,"80 to 84 yearsArlington County, Virginia"
80 to 84 years,"Clarke County, Virginia",190,VA_043,14307,80,2012-2016,"80 to 84 yearsClarke County, Virginia"
80 to 84 years,"Culpeper County, Virginia",297,VA_047,48952,80,2012-2016,"80 to 84 yearsCulpeper County, Virginia"
80 to 84 years,"Fairfax County, Virginia",6364,VA_059,1132887,80,2012-2016,"80 to 84 yearsFairfax County, Virginia"
80 to 84 years,"Fauquier County, Virginia",558,VA_061,68025,80,2012-2016,"80 to 84 yearsFauquier County, Virginia"
80 to 84 years,"Loudoun County, Virginia",1419,VA_107,362435,80,2012-2016,"80 to 84 yearsLoudoun County, Virginia"
80 to 84 years,"Prince William County, Virginia",1584,VA_153,443630,80,2012-2016,"80 to 84 yearsPrince William County, Virginia"
80 to 84 years,"Rappahannock County, Virginia",99,VA_157,7416,80,2012-2016,"80 to 84 yearsRappahannock County, Virginia"
80 to 84 years,"Spotsylvania County, Virginia",860,VA_177,129181,80,2012-2016,"80 to 84 yearsSpotsylvania County, Virginia"
80 to 84 years,"Stafford County, Virginia",534,VA_179,139548,80,2012-2016,"80 to 84 yearsStafford County, Virginia"
80 to 84 years,"Warren County, Virginia",320,VA_187,38807,80,2012-2016,"80 to 84 yearsWarren County, Virginia"
80 to 84 years,"Alexandria city, Virginia",561,VA_510,151473,80,2012-2016,"80 to 84 yearsAlexandria city, Virginia"
80 to 84 years,"Fairfax city, Virginia",220,VA_600,23620,80,2012-2016,"80 to 84 yearsFairfax city, Virginia"
80 to 84 years,"Falls Church city, Virginia",107,VA_610,13597,80,2012-2016,"80 to 84 yearsFalls Church city, Virginia"
80 to 84 years,"Fredericksburg city, Virginia",174,VA_630,27853,80,2012-2016,"80 to 84 yearsFredericksburg city, Virginia"
80 to 84 years,"Manassas city, Virginia",105,VA_683,41149,80,2012-2016,"80 to 84 yearsManassas city, Virginia"
80 to 84 years,"Manassas Park city, Virginia",0,VA_685,15827,80,2012-2016,"80 to 84 yearsManassas Park city, Virginia"
80 to 84 years,"Jefferson County, West Virginia",356,WV_037,55531,80,2012-2016,"80 to 84 yearsJefferson County, West Virginia"
85 years and over,"District of Columbia, District of Columbia",3315,DC_001,659009,85,2012-2016,"85 years and overDistrict of Columbia, District of Columbia"
85 years and over,"Calvert County, Maryland",700,MD_009,90527,85,2012-2016,"85 years and overCalvert County, Maryland"
85 years and over,"Charles County, Maryland",608,MD_017,154357,85,2012-2016,"85 years and overCharles County, Maryland"
85 years and over,"Frederick County, Maryland",1379,MD_021,243465,85,2012-2016,"85 years and overFrederick County, Maryland"
85 years and over,"Montgomery County, Maryland",7056,MD_031,1026371,85,2012-2016,"85 years and overMontgomery County, Maryland"
85 years and over,"Prince George's County, Maryland",3187,MD_033,897693,85,2012-2016,"85 years and overPrince George's County, Maryland"
85 years and over,"Arlington County, Virginia",1068,VA_013,226092,85,2012-2016,"85 years and overArlington County, Virginia"
85 years and over,"Clarke County, Virginia",104,VA_043,14307,85,2012-2016,"85 years and overClarke County, Virginia"
85 years and over,"Culpeper County, Virginia",267,VA_047,48952,85,2012-2016,"85 years and overCulpeper County, Virginia"
85 years and over,"Fairfax County, Virginia",5115,VA_059,1132887,85,2012-2016,"85 years and overFairfax County, Virginia"
85 years and over,"Fauquier County, Virginia",324,VA_061,68025,85,2012-2016,"85 years and overFauquier County, Virginia"
85 years and over,"Loudoun County, Virginia",1051,VA_107,362435,85,2012-2016,"85 years and overLoudoun County, Virginia"
85 years and over,"Prince William County, Virginia",1049,VA_153,443630,85,2012-2016,"85 years and overPrince William County, Virginia"
85 years and over,"Rappahannock County, Virginia",40,VA_157,7416,85,2012-2016,"85 years and overRappahannock County, Virginia"
85 years and over,"Spotsylvania County, Virginia",487,VA_177,129181,85,2012-2016,"85 years and overSpotsylvania County, Virginia"
85 years and over,"Stafford County, Virginia",445,VA_179,139548,85,2012-2016,"85 years and overStafford County, Virginia"
85 years and over,"Warren County, Virginia",211,VA_187,38807,85,2012-2016,"85 years and overWarren County, Virginia"
85 years and over,"Alexandria city, Virginia",641,VA_510,151473,85,2012-2016,"85 years and overAlexandria city, Virginia"
85 years and over,"Fairfax city, Virginia",149,VA_600,23620,85,2012-2016,"85 years and overFairfax city, Virginia"
85 years and over,"Falls Church city, Virginia",44,VA_610,13597,85,2012-2016,"85 years and overFalls Church city, Virginia"
85 years and over,"Fredericksburg city, Virginia",105,VA_630,27853,85,2012-2016,"85 years and overFredericksburg city, Virginia"
85 years and over,"Manassas city, Virginia",106,VA_683,41149,85,2012-2016,"85 years and overManassas city, Virginia"
85 years and over,"Manassas Park city, Virginia",14,VA_685,15827,85,2012-2016,"85 years and overManassas Park city, Virginia"
85 years and over,"Jefferson County, West Virginia",226,WV_037,55531,85,2012-2016,"85 years and overJefferson County, West Virginia"
under 5 years,"District of Columbia, District of Columbia",20588,DC_001,659009,4,2012-2016,"under 5 yearsDistrict of Columbia, District of Columbia"
under 5 years,"Calvert County, Maryland",2235,MD_009,90527,4,2012-2016,"under 5 yearsCalvert County, Maryland"
under 5 years,"Charles County, Maryland",4634,MD_017,154357,4,2012-2016,"under 5 yearsCharles County, Maryland"
under 5 years,"Frederick County, Maryland",7116,MD_021,243465,4,2012-2016,"under 5 yearsFrederick County, Maryland"
under 5 years,"Montgomery County, Maryland",32499,MD_031,1026371,4,2012-2016,"under 5 yearsMontgomery County, Maryland"
under 5 years,"Prince George's County, Maryland",29396,MD_033,897693,4,2012-2016,"under 5 yearsPrince George's County, Maryland"
under 5 years,"Arlington County, Virginia",6554,VA_013,226092,4,2012-2016,"under 5 yearsArlington County, Virginia"
under 5 years,"Clarke County, Virginia",320,VA_043,14307,4,2012-2016,"under 5 yearsClarke County, Virginia"
under 5 years,"Culpeper County, Virginia",1435,VA_047,48952,4,2012-2016,"under 5 yearsCulpeper County, Virginia"
under 5 years,"Fairfax County, Virginia",36664,VA_059,1132887,4,2012-2016,"under 5 yearsFairfax County, Virginia"
under 5 years,"Fauquier County, Virginia",1921,VA_061,68025,4,2012-2016,"under 5 yearsFauquier County, Virginia"
under 5 years,"Loudoun County, Virginia",13705,VA_107,362435,4,2012-2016,"under 5 yearsLoudoun County, Virginia"
under 5 years,"Prince William County, Virginia",16674,VA_153,443630,4,2012-2016,"under 5 yearsPrince William County, Virginia"
under 5 years,"Rappahannock County, Virginia",260,VA_157,7416,4,2012-2016,"under 5 yearsRappahannock County, Virginia"
under 5 years,"Spotsylvania County, Virginia",3945,VA_177,129181,4,2012-2016,"under 5 yearsSpotsylvania County, Virginia"
under 5 years,"Stafford County, Virginia",4424,VA_179,139548,4,2012-2016,"under 5 yearsStafford County, Virginia"
under 5 years,"Warren County, Virginia",1191,VA_187,38807,4,2012-2016,"under 5 yearsWarren County, Virginia"
under 5 years,"Alexandria city, Virginia",5392,VA_510,151473,4,2012-2016,"under 5 yearsAlexandria city, Virginia"
under 5 years,"Fairfax city, Virginia",714,VA_600,23620,4,2012-2016,"under 5 yearsFairfax city, Virginia"
under 5 years,"Falls Church city, Virginia",472,VA_610,13597,4,2012-2016,"under 5 yearsFalls Church city, Virginia"
under 5 years,"Fredericksburg city, Virginia",811,VA_630,27853,4,2012-2016,"under 5 yearsFredericksburg city, Virginia"
under 5 years,"Manassas city, Virginia",1715,VA_683,41149,4,2012-2016,"under 5 yearsManassas city, Virginia"
under 5 years,"Manassas Park city, Virginia",323,VA_685,15827,4,2012-2016,"under 5 yearsManassas Park city, Virginia"
under 5 years,"Jefferson County, West Virginia",1458,WV_037,55531,4,2012-2016,"under 5 yearsJefferson County, West Virginia"
5 to 9 years,"District of Columbia, District of Columbia",16058,DC_001,659009,5,2012-2016,"5 to 9 yearsDistrict of Columbia, District of Columbia"
5 to 9 years,"Calvert County, Maryland",2700,MD_009,90527,5,2012-2016,"5 to 9 yearsCalvert County, Maryland"
5 to 9 years,"Charles County, Maryland",4674,MD_017,154357,5,2012-2016,"5 to 9 yearsCharles County, Maryland"
5 to 9 years,"Frederick County, Maryland",7534,MD_021,243465,5,2012-2016,"5 to 9 yearsFrederick County, Maryland"
5 to 9 years,"Montgomery County, Maryland",32533,MD_031,1026371,5,2012-2016,"5 to 9 yearsMontgomery County, Maryland"
5 to 9 years,"Prince George's County, Maryland",28174,MD_033,897693,5,2012-2016,"5 to 9 yearsPrince George's County, Maryland"
5 to 9 years,"Arlington County, Virginia",5703,VA_013,226092,5,2012-2016,"5 to 9 yearsArlington County, Virginia"
5 to 9 years,"Clarke County, Virginia",286,VA_043,14307,5,2012-2016,"5 to 9 yearsClarke County, Virginia"
5 to 9 years,"Culpeper County, Virginia",1873,VA_047,48952,5,2012-2016,"5 to 9 yearsCulpeper County, Virginia"
5 to 9 years,"Fairfax County, Virginia",37859,VA_059,1132887,5,2012-2016,"5 to 9 yearsFairfax County, Virginia"
5 to 9 years,"Fauquier County, Virginia",2107,VA_061,68025,5,2012-2016,"5 to 9 yearsFauquier County, Virginia"
5 to 9 years,"Loudoun County, Virginia",15132,VA_107,362435,5,2012-2016,"5 to 9 yearsLoudoun County, Virginia"
5 to 9 years,"Prince William County, Virginia",17550,VA_153,443630,5,2012-2016,"5 to 9 yearsPrince William County, Virginia"
